id,text,label,language
634,This is a reminder that your appointment with Dr. Johnson is on Wednesday at 2:15 PM.,non-spam,English
635,Your HSBC card has been locked due to suspicious activity. Confirm your PIN at bit.ly/3xK9pL now.,spam,English
636,"Hi Michael, I saw your profile and I'm really interested in you. Click here to chat with me privately: bit.ly/2mZ7qT",spam,English
637,"Hi Sandra, thank you for reaching out. Your support ticket #INV73192 has been resolved. Let us know if you need anything else.",non-spam,English
638,"Hi Helen, just a reminder that our meeting is scheduled for 3:45 PM on Tuesday. Let me know if you need to reschedule.",non-spam,English
639,WINNER! You've been chosen for our exclusive $500 cash giveaway. Reply YES or visit bit.ly/3xK9pL to claim.,spam,English
640,"Hi Karen, thank you for reaching out. Your support ticket #INV65799 has been resolved. Let us know if you need anything else.",non-spam,English
641,"Hi Edward, can you review the attached document before our call at 9:00 AM?",non-spam,English
642,"WINNER! You've been chosen for our exclusive $100,000 cash giveaway. Reply YES or visit cek-saldo-now.info to claim.",spam,English
643,"IRS Notice: You are eligible for a tax refund of $5,000. Submit your details at bit.ly/3xK9pL to receive payment within 24 hours.",spam,English
644,Your order #INV18585 has been shipped and is expected to arrive on Sunday. Track your package using your account dashboard.,non-spam,English
645,"Hi Donna, thank you for reaching out. Your support ticket #INV44787 has been resolved. Let us know if you need anything else.",non-spam,English
646,"Hi Susan, don't forget we have the wedding this weekend. Can you bring extra plates?",non-spam,English
647,Act now! Your computer has been infected with 3 viruses. Download our cleaner immediately at fastpay-update.com.,spam,English
648,"Get approved for a $10,000 loan in minutes! No credit check required. Apply now at login-secure-id.net.",spam,English
649,"Hi Linda, can you review the attached document before our call at 5:00 PM?",non-spam,English
650,"Hi Brian, just a reminder that our meeting is scheduled for 2:15 PM on Sunday. Let me know if you need to reschedule.",non-spam,English
651,Your flight booking is confirmed. Departure on Thursday at 10:30 AM. Check in online to save time.,non-spam,English
652,Your order #INV80851 has been shipped and is expected to arrive on Saturday. Track your package using your account dashboard.,non-spam,English
653,This is a reminder that your appointment with Dr. Smith is on Friday at 9:00 AM.,non-spam,English
654,Your flight booking is confirmed. Departure on Sunday at 5:00 PM. Check in online to save time.,non-spam,English
655,"Hi team, please find attached the report for March. Let me know if you have any questions before the review.",non-spam,English
656,Lose 12lbs in just 2 weeks with this one weird trick! Doctors hate it. Order now at claim-prize-today.net.,spam,English
657,The community center will be closed on Thursday for maintenance. Regular hours resume the next day.,non-spam,English
658,"Hi David, thank you for reaching out. Your support ticket #INV16621 has been resolved. Let us know if you need anything else.",non-spam,English
659,You've been selected to receive a free $50 Best Buy gift card! Claim now: promo-spesial24.com,spam,English
660,"Get approved for a $25,000 loan in minutes! No credit check required. Apply now at bit.ly/4pK1xW.",spam,English
661,"Sandra, you have 1 unread message waiting. Click promo-spesial24.com to view it now before it's deleted.",spam,English
662,"Earn $5,000 per week working from home! No experience needed. Sign up today at win-bonus24.net.",spam,English
663,"Hi Edward, don't forget we have the wedding this weekend. Can you bring some drinks?",non-spam,English
664,"IRS Notice: You are eligible for a tax refund of $1,000. Submit your details at free-gift-claim.com to receive payment within 24 hours.",spam,English
665,"Hi David, can you review the attached document before our call at 9:00 AM?",non-spam,English
666,"Hi Michael, thank you for reaching out. Your support ticket #INV88638 has been resolved. Let us know if you need anything else.",non-spam,English
667,"Turn $100 into $2,500 with our exclusive crypto trading bot! Limited spots available, join now at bit.ly/3xK9pL.",spam,English
668,"Hi Brian, just a reminder that our meeting is scheduled for 9:00 AM on Thursday. Let me know if you need to reschedule.",non-spam,English
669,"Get approved for a $5,000 loan in minutes! No credit check required. Apply now at win-bonus24.net.",spam,English
670,Act now! Your computer has been infected with 3 viruses. Download our cleaner immediately at free-gift-claim.com.,spam,English
671,"Get approved for a $100,000 loan in minutes! No credit check required. Apply now at secure-verify-now.com.",spam,English
672,"Hi Steven, attaching the invoice for last month's services. Please review and let me know if anything looks off.",non-spam,English
673,"Limited time offer: Buy 1 get 3 FREE at Best Buy! Shop now at free-gift-claim.com, today only!",spam,English
674,"Download Microsoft Office 365 for FREE - full version, no survey required! Click here now: login-secure-id.net",spam,English
675,"Congratulations Michael! You've won $100,000 in our LuckyDraw Inc lottery. Claim your prize now at tinyurl.com/9fQ2zR before it expires!",spam,English
676,You've been selected to receive a free $200 Tokopedia gift card! Claim now: tinyurl.com/9fQ2zR,spam,English
677,"Hey David, are we still on for dinner tonight? Let me know what time works for you.",non-spam,English
678,Your package could not be delivered. Pay a $2 redelivery fee at bit.ly/2mZ7qT to reschedule.,spam,English
679,"WINNER! You've been chosen for our exclusive $75,000 cash giveaway. Reply YES or visit login-secure-id.net to claim.",spam,English
680,"Hi Nancy, thanks for the quick turnaround on the design. The client loved it!",non-spam,English
681,"Hi Betty, happy birthday! Hope you have a wonderful day with friends and family.",non-spam,English
682,"Hi Daniel, can you review the attached document before our call at 5:00 PM?",non-spam,English
683,"WINNER! You've been chosen for our exclusive $2,500 cash giveaway. Reply YES or visit win-bonus24.net to claim.",spam,English
684,"Hi Anna, can you review the attached document before our call at 3:45 PM?",non-spam,English
685,"Hi Patricia, just a reminder that our meeting is scheduled for 1:00 PM on Tuesday. Let me know if you need to reschedule.",non-spam,English
686,This is a reminder that your appointment with Dr. Brown is on Friday at 1:00 PM.,non-spam,English
687,Your order #INV20508 has been shipped and is expected to arrive on Thursday. Track your package using your account dashboard.,non-spam,English
688,"Hi Daniel, can you review the attached document before our call at 9:00 AM?",non-spam,English
689,Thanks for subscribing to our newsletter. Here's a quick summary of what's new this December.,non-spam,English
690,Reminder: the project report is due on Tuesday. Please submit it through the shared drive.,non-spam,English
691,"Hot singles in your area want to meet you tonight! Sign up free at free-gift-claim.com, no credit card needed.",spam,English
692,"Congratulations Jessica! You've won $2,500 in our SecureNet lottery. Claim your prize now at verifikasi-akun24.com before it expires!",spam,English
693,"Limited time offer: Buy 1 get 3 FREE at Shopee! Shop now at win-bonus24.net, today only!",spam,English
694,"Hi Laura, attaching the invoice for last month's services. Please review and let me know if anything looks off.",non-spam,English
695,Your order #INV25997 has been shipped and is expected to arrive on Thursday. Track your package using your account dashboard.,non-spam,English
696,"Hi Michael, just a reminder that our meeting is scheduled for 3:45 PM on Sunday. Let me know if you need to reschedule.",non-spam,English
697,"IRS Notice: You are eligible for a tax refund of $10,000. Submit your details at klaim-hadiah.net to receive payment within 24 hours.",spam,English
698,"Hi William, can you review the attached document before our call at 9:00 AM?",non-spam,English
699,Congratulations Robert! You've won $500 in our ShopMax lottery. Claim your prize now at cek-saldo-now.info before it expires!,spam,English
700,Lose 16lbs in just 2 weeks with this one weird trick! Doctors hate it. Order now at bit.ly/4pK1xW.,spam,English
701,This is a reminder that your appointment with Dr. Lee is on Saturday at 5:00 PM.,non-spam,English
702,This is a reminder that your appointment with Dr. Brown is on Sunday at 2:15 PM.,non-spam,English
703,"IRS Notice: You are eligible for a tax refund of $7,500. Submit your details at win-bonus24.net to receive payment within 24 hours.",spam,English
704,"Hi Donna, don't forget we have the picnic this weekend. Can you bring the speakers?",non-spam,English
705,"IRS Notice: You are eligible for a tax refund of $1,000. Submit your details at tinyurl.com/9fQ2zR to receive payment within 24 hours.",spam,English
706,"Hi James, don't forget we have the wedding this weekend. Can you bring some drinks?",non-spam,English
707,"Download Windows 11 Pro for FREE - full version, no survey required! Click here now: bit.ly/4pK1xW",spam,English
708,Lose 26lbs in just 2 weeks with this one weird trick! Doctors hate it. Order now at claim-prize-today.net.,spam,English
709,"IRS Notice: You are eligible for a tax refund of $20,000. Submit your details at win-bonus24.net to receive payment within 24 hours.",spam,English
710,"Hi Nancy, I saw your profile and I'm really interested in you. Click here to chat with me privately: claim-prize-today.net",spam,English
711,"Turn $100 into $20,000 with our exclusive crypto trading bot! Limited spots available, join now at bit.ly/3xK9pL.",spam,English
712,"Hey Nancy, are we still on for dinner tonight? Let me know what time works for you.",non-spam,English
713,"Jessica, you have 1 unread message waiting. Click promo-spesial24.com to view it now before it's deleted.",spam,English
714,You've been selected to receive a free $200 Best Buy gift card! Claim now: free-gift-claim.com,spam,English
715,"Make $10,000 a month trading forex with zero experience! Free training at verifikasi-akun24.com, limited seats!",spam,English
716,"Earn $2,500 per week working from home! No experience needed. Sign up today at win-bonus24.net.",spam,English
717,"Hi Linda, thank you for reaching out. Your support ticket #INV69232 has been resolved. Let us know if you need anything else.",non-spam,English
718,"IRS Notice: You are eligible for a tax refund of $1,000. Submit your details at bit.ly/3xK9pL to receive payment within 24 hours.",spam,English
719,"Download Windows 11 Pro for FREE - full version, no survey required! Click here now: tinyurl.com/9fQ2zR",spam,English
720,Thanks for subscribing to our newsletter. Here's a quick summary of what's new this September.,non-spam,English
721,"IRS Notice: You are eligible for a tax refund of $7,500. Submit your details at cek-saldo-now.info to receive payment within 24 hours.",spam,English
722,Your monthly statement is now available in your account. Total spending for October was within budget.,non-spam,English
723,"Turn $100 into $7,500 with our exclusive crypto trading bot! Limited spots available, join now at fastpay-update.com.",spam,English
724,"Hi Thomas, don't forget we have the birthday party this weekend. Can you bring extra plates?",non-spam,English
725,"Hi George, just a reminder that our meeting is scheduled for 9:00 AM on Monday. Let me know if you need to reschedule.",non-spam,English
726,"Hi Sandra, I saw your profile and I'm really interested in you. Click here to chat with me privately: verifikasi-akun24.com",spam,English
727,"Turn $100 into $1,000 with our exclusive crypto trading bot! Limited spots available, join now at free-gift-claim.com.",spam,English
728,"Congratulations Betty! You've won $25,000 in our QuickJobs lottery. Claim your prize now at account-confirm.info before it expires!",spam,English
729,"Limited time offer: Buy 1 get 3 FREE at Alfamart! Shop now at secure-verify-now.com, today only!",spam,English
730,"Turn $100 into $15,000 with our exclusive crypto trading bot! Limited spots available, join now at claim-prize-today.net.",spam,English
731,"Download Photoshop CC 2024 for FREE - full version, no survey required! Click here now: fastpay-update.com",spam,English
732,Your package could not be delivered. Pay a $3 redelivery fee at promo-spesial24.com to reschedule.,spam,English
733,"Turn $100 into $5,000 with our exclusive crypto trading bot! Limited spots available, join now at secure-verify-now.com.",spam,English
734,Your Chase card has been locked due to suspicious activity. Confirm your PIN at login-secure-id.net now.,spam,English
735,"Hi Donna, happy birthday! Hope you have a wonderful day with friends and family.",non-spam,English
736,Lose 18lbs in just 2 weeks with this one weird trick! Doctors hate it. Order now at verifikasi-akun24.com.,spam,English
737,"Hi Paul, thank you for reaching out. Your support ticket #INV91962 has been resolved. Let us know if you need anything else.",non-spam,English
738,"Hi Mark, can you review the attached document before our call at 2:15 PM?",non-spam,English
739,"Earn $75,000 per week working from home! No experience needed. Sign up today at fastpay-update.com.",spam,English
740,"Limited time offer: Buy 1 get 3 FREE at Target! Shop now at cek-saldo-now.info, today only!",spam,English
741,"Download FIFA 25 for FREE - full version, no survey required! Click here now: fastpay-update.com",spam,English
742,Your order #INV33209 has been shipped and is expected to arrive on Thursday. Track your package using your account dashboard.,non-spam,English
743,Lose 26lbs in just 2 weeks with this one weird trick! Doctors hate it. Order now at bit.ly/4pK1xW.,spam,English
744,"Turn $100 into $5,000 with our exclusive crypto trading bot! Limited spots available, join now at login-secure-id.net.",spam,English
745,Your HSBC card has been locked due to suspicious activity. Confirm your PIN at verifikasi-akun24.com now.,spam,English
746,You've been selected to receive a free $50 Best Buy gift card! Claim now: free-gift-claim.com,spam,English
747,"Make $1,000 a month trading forex with zero experience! Free training at bit.ly/3xK9pL, limited seats!",spam,English
748,"Download Antivirus Pro for FREE - full version, no survey required! Click here now: secure-verify-now.com",spam,English
749,Your order #INV99662 has been shipped and is expected to arrive on Saturday. Track your package using your account dashboard.,non-spam,English
750,"Hi Jessica, just a reminder that our meeting is scheduled for 3:45 PM on Wednesday. Let me know if you need to reschedule.",non-spam,English
751,"Hi Jessica, just a reminder that our meeting is scheduled for 9:00 AM on Wednesday. Let me know if you need to reschedule.",non-spam,English
752,"Hi Donna, just a reminder that our meeting is scheduled for 10:30 AM on Tuesday. Let me know if you need to reschedule.",non-spam,English
753,"Hi Steven, just a reminder that our meeting is scheduled for 1:00 PM on Monday. Let me know if you need to reschedule.",non-spam,English
754,"Get approved for a $25,000 loan in minutes! No credit check required. Apply now at free-gift-claim.com.",spam,English
755,"Hi Sarah, don't forget we have the family reunion this weekend. Can you bring extra plates?",non-spam,English
756,"Nancy, you have 1 unread message waiting. Click bit.ly/4pK1xW to view it now before it's deleted.",spam,English
757,"Hi Edward, can you review the attached document before our call at 3:45 PM?",non-spam,English
758,Your order #INV31707 has been shipped and is expected to arrive on Saturday. Track your package using your account dashboard.,non-spam,English
759,WINNER! You've been chosen for our exclusive $500 cash giveaway. Reply YES or visit tinyurl.com/9fQ2zR to claim.,spam,English
760,"Hi Kevin, just a reminder that our meeting is scheduled for 5:00 PM on Sunday. Let me know if you need to reschedule.",non-spam,English
761,"Hi John, don't forget we have the family reunion this weekend. Can you bring extra plates?",non-spam,English
762,"Hi Mark, I saw your profile and I'm really interested in you. Click here to chat with me privately: promo-spesial24.com",spam,English
763,FINAL NOTICE: Your subscription will be charged $99 tomorrow unless you cancel now at klaim-hadiah.net.,spam,English
764,"Hey Mark, are we still on for dinner tonight? Let me know what time works for you.",non-spam,English
765,"Hi Emily, thank you for reaching out. Your support ticket #INV41079 has been resolved. Let us know if you need anything else.",non-spam,English
766,"Hey Patricia, are we still on for dinner tonight? Let me know what time works for you.",non-spam,English
767,"Hi Karen, just a reminder that our meeting is scheduled for 5:00 PM on Friday. Let me know if you need to reschedule.",non-spam,English
768,This is a reminder that your appointment with Dr. Lee is on Tuesday at 5:00 PM.,non-spam,English
769,FINAL NOTICE: Your subscription will be charged $49 tomorrow unless you cancel now at tinyurl.com/9fQ2zR.,spam,English
770,"Hi Sandra, can you review the attached document before our call at 1:00 PM?",non-spam,English
771,"Get approved for a $5,000 loan in minutes! No credit check required. Apply now at verifikasi-akun24.com.",spam,English
772,"Hi John, don't forget we have the school fair this weekend. Can you bring some drinks?",non-spam,English
773,Your flight booking is confirmed. Departure on Tuesday at 9:00 AM. Check in online to save time.,non-spam,English
774,This is a reminder that your appointment with Dr. Smith is on Monday at 5:00 PM.,non-spam,English
775,"Hi Patricia, I saw your profile and I'm really interested in you. Click here to chat with me privately: bit.ly/4pK1xW",spam,English
776,"Hi William, I saw your profile and I'm really interested in you. Click here to chat with me privately: win-bonus24.net",spam,English
777,"Hey Laura, are we still on for dinner tonight? Let me know what time works for you.",non-spam,English
778,"Hi Brian, don't forget we have the wedding this weekend. Can you bring a folding chair?",non-spam,English
779,Your HSBC card has been locked due to suspicious activity. Confirm your PIN at login-secure-id.net now.,spam,English
780,"Congratulations Betty! You've won $25,000 in our PrimeHealth lottery. Claim your prize now at promo-spesial24.com before it expires!",spam,English
781,"Make $500 a month trading forex with zero experience! Free training at login-secure-id.net, limited seats!",spam,English
782,"Robert, you have 1 unread message waiting. Click promo-spesial24.com to view it now before it's deleted.",spam,English
783,Your Citibank card has been locked due to suspicious activity. Confirm your PIN at promo-spesial24.com now.,spam,English
784,"Earn $20,000 per week working from home! No experience needed. Sign up today at win-bonus24.net.",spam,English
785,"Turn $100 into $100,000 with our exclusive crypto trading bot! Limited spots available, join now at promo-spesial24.com.",spam,English
786,"Hi Nancy, happy birthday! Hope you have a wonderful day with friends and family.",non-spam,English
787,"Earn $100,000 per week working from home! No experience needed. Sign up today at secure-verify-now.com.",spam,English
788,Your package could not be delivered. Pay a $5 redelivery fee at bit.ly/2mZ7qT to reschedule.,spam,English
789,"Hi Susan, just a reminder that our meeting is scheduled for 5:00 PM on Wednesday. Let me know if you need to reschedule.",non-spam,English
790,"Make $15,000 a month trading forex with zero experience! Free training at login-secure-id.net, limited seats!",spam,English
791,Your order #INV62021 has been shipped and is expected to arrive on Sunday. Track your package using your account dashboard.,non-spam,English
792,"Hi Susan, thank you for reaching out. Your support ticket #INV99126 has been resolved. Let us know if you need anything else.",non-spam,English
793,"Limited time offer: Buy 1 get 3 FREE at Walmart! Shop now at promo-spesial24.com, today only!",spam,English
794,This is a reminder that your appointment with Dr. Johnson is on Tuesday at 9:00 AM.,non-spam,English
795,"Congratulations Helen! You've won $100,000 in our PrimeHealth lottery. Claim your prize now at free-gift-claim.com before it expires!",spam,English
796,"WINNER! You've been chosen for our exclusive $1,000 cash giveaway. Reply YES or visit bit.ly/2mZ7qT to claim.",spam,English
797,"Make $1,000 a month trading forex with zero experience! Free training at bit.ly/2mZ7qT, limited seats!",spam,English
798,"Hi Daniel, don't forget we have the wedding this weekend. Can you bring some drinks?",non-spam,English
799,This is a reminder that your appointment with Dr. Smith is on Monday at 2:15 PM.,non-spam,English
800,"IRS Notice: You are eligible for a tax refund of $100,000. Submit your details at win-bonus24.net to receive payment within 24 hours.",spam,English
801,"Turn $100 into $5,000 with our exclusive crypto trading bot! Limited spots available, join now at fastpay-update.com.",spam,English
802,"Hi Susan, happy birthday! Hope you have a wonderful day with friends and family.",non-spam,English
803,Your Bank of America card has been locked due to suspicious activity. Confirm your PIN at bit.ly/3xK9pL now.,spam,English
804,"Turn $100 into $25,000 with our exclusive crypto trading bot! Limited spots available, join now at bit.ly/2mZ7qT.",spam,English
805,"Hi Jessica, don't forget we have the family reunion this weekend. Can you bring extra plates?",non-spam,English
806,"IRS Notice: You are eligible for a tax refund of $75,000. Submit your details at account-confirm.info to receive payment within 24 hours.",spam,English
807,"Make $20,000 a month trading forex with zero experience! Free training at promo-spesial24.com, limited seats!",spam,English
808,This is a reminder that your appointment with Dr. Brown is on Saturday at 2:15 PM.,non-spam,English
809,"Make $7,500 a month trading forex with zero experience! Free training at bit.ly/4pK1xW, limited seats!",spam,English
810,Lose 26lbs in just 2 weeks with this one weird trick! Doctors hate it. Order now at cek-saldo-now.info.,spam,English
811,"Hey William, are we still on for dinner tonight? Let me know what time works for you.",non-spam,English
812,You've been selected to receive a free $200 Tokopedia gift card! Claim now: secure-verify-now.com,spam,English
813,"Hi Paul, thank you for reaching out. Your support ticket #INV81516 has been resolved. Let us know if you need anything else.",non-spam,English
814,Lose 27lbs in just 2 weeks with this one weird trick! Doctors hate it. Order now at secure-verify-now.com.,spam,English
815,"Hi Paul, just a reminder that our meeting is scheduled for 3:45 PM on Friday. Let me know if you need to reschedule.",non-spam,English
816,This is a reminder that your appointment with Dr. Johnson is on Saturday at 1:00 PM.,non-spam,English
817,The community center will be closed on Sunday for maintenance. Regular hours resume the next day.,non-spam,English
818,Your flight booking is confirmed. Departure on Friday at 9:00 AM. Check in online to save time.,non-spam,English
819,"Hi John, thank you for reaching out. Your support ticket #INV15504 has been resolved. Let us know if you need anything else.",non-spam,English
820,"Hi Brian, don't forget we have the family reunion this weekend. Can you bring the speakers?",non-spam,English
821,"Hi Mark, can you review the attached document before our call at 3:45 PM?",non-spam,English
822,"Turn $100 into $1,000 with our exclusive crypto trading bot! Limited spots available, join now at login-secure-id.net.",spam,English
823,This is a reminder that your appointment with Dr. Brown is on Saturday at 5:00 PM.,non-spam,English
824,You've been selected to receive a free $100 Walmart gift card! Claim now: klaim-hadiah.net,spam,English
825,"Get approved for a $2,500 loan in minutes! No credit check required. Apply now at bit.ly/4pK1xW.",spam,English
826,"Congratulations, your number has been randomly selected to win an iPhone 16! Claim at cek-saldo-now.info within 24 hours.",spam,English
827,"Hi Kevin, can you review the attached document before our call at 9:00 AM?",non-spam,English
828,"Hey, how was your weekend? We should catch up soon, maybe grab coffee next Wednesday?",non-spam,English
829,You've been selected to receive a free $150 Best Buy gift card! Claim now: fastpay-update.com,spam,English
830,"Earn $20,000 per week working from home! No experience needed. Sign up today at free-gift-claim.com.",spam,English
831,"Hi Brian, can you review the attached document before our call at 10:30 AM?",non-spam,English
832,"Get approved for a $75,000 loan in minutes! No credit check required. Apply now at bit.ly/3xK9pL.",spam,English
833,"Hi John, I saw your profile and I'm really interested in you. Click here to chat with me privately: claim-prize-today.net",spam,English
834,"Limited time offer: Buy 1 get 3 FREE at Tokopedia! Shop now at tinyurl.com/9fQ2zR, today only!",spam,English
835,Your Citibank card has been locked due to suspicious activity. Confirm your PIN at secure-verify-now.com now.,spam,English
836,URGENT: Your Bank of America account has been suspended. Verify your identity immediately at bit.ly/4pK1xW to avoid permanent closure.,spam,English
837,"Congratulations, your number has been randomly selected to win an iPhone 16! Claim at secure-verify-now.com within 24 hours.",spam,English
838,"Hi Daniel, thank you for reaching out. Your support ticket #INV32338 has been resolved. Let us know if you need anything else.",non-spam,English
839,"Turn $100 into $75,000 with our exclusive crypto trading bot! Limited spots available, join now at verifikasi-akun24.com.",spam,English
840,Your order #INV87421 has been shipped and is expected to arrive on Sunday. Track your package using your account dashboard.,non-spam,English
841,Your package could not be delivered. Pay a $5 redelivery fee at account-confirm.info to reschedule.,spam,English
842,Your package could not be delivered. Pay a $2 redelivery fee at win-bonus24.net to reschedule.,spam,English
843,This is a reminder that your appointment with Dr. Smith is on Tuesday at 3:45 PM.,non-spam,English
844,Your HSBC card has been locked due to suspicious activity. Confirm your PIN at claim-prize-today.net now.,spam,English
845,Your Chase card has been locked due to suspicious activity. Confirm your PIN at fastpay-update.com now.,spam,English
846,"Limited time offer: Buy 1 get 3 FREE at Alfamart! Shop now at account-confirm.info, today only!",spam,English
847,URGENT: Your Bank of America account has been suspended. Verify your identity immediately at klaim-hadiah.net to avoid permanent closure.,spam,English
848,This is a reminder that your appointment with Dr. Smith is on Saturday at 10:30 AM.,non-spam,English
849,This is a reminder that your appointment with Dr. Brown is on Sunday at 9:00 AM.,non-spam,English
850,"Limited time offer: Buy 1 get 3 FREE at Amazon! Shop now at promo-spesial24.com, today only!",spam,English
851,"Hi John, can you review the attached document before our call at 1:00 PM?",non-spam,English
852,"Hi Sandra, I saw your profile and I'm really interested in you. Click here to chat with me privately: login-secure-id.net",spam,English
853,"Get approved for a $15,000 loan in minutes! No credit check required. Apply now at secure-verify-now.com.",spam,English
854,"Make $50,000 a month trading forex with zero experience! Free training at verifikasi-akun24.com, limited seats!",spam,English
855,URGENT: Your HSBC account has been suspended. Verify your identity immediately at tinyurl.com/9fQ2zR to avoid permanent closure.,spam,English
856,This is a reminder that your appointment with Dr. Lee is on Sunday at 5:00 PM.,non-spam,English
857,"Hi Carol, can you review the attached document before our call at 10:30 AM?",non-spam,English
858,"WINNER! You've been chosen for our exclusive $10,000 cash giveaway. Reply YES or visit tinyurl.com/9fQ2zR to claim.",spam,English
859,Your package could not be delivered. Pay a $2 redelivery fee at klaim-hadiah.net to reschedule.,spam,English
860,"Hi James, thank you for reaching out. Your support ticket #INV82447 has been resolved. Let us know if you need anything else.",non-spam,English
861,"Download Photoshop CC 2024 for FREE - full version, no survey required! Click here now: verifikasi-akun24.com",spam,English
862,"Make $25,000 a month trading forex with zero experience! Free training at tinyurl.com/9fQ2zR, limited seats!",spam,English
863,You've been selected to receive a free $50 Tokopedia gift card! Claim now: promo-spesial24.com,spam,English
864,"Hi Brian, can you review the attached document before our call at 9:00 AM?",non-spam,English
865,"Hey, how was your weekend? We should catch up soon, maybe grab coffee next Monday?",non-spam,English
866,"Download FIFA 25 for FREE - full version, no survey required! Click here now: win-bonus24.net",spam,English
867,FINAL NOTICE: Your subscription will be charged $49 tomorrow unless you cancel now at cek-saldo-now.info.,spam,English
868,"Hi Emily, just a reminder that our meeting is scheduled for 5:00 PM on Friday. Let me know if you need to reschedule.",non-spam,English
869,Your package could not be delivered. Pay a $3 redelivery fee at bit.ly/4pK1xW to reschedule.,spam,English
870,"Hi James, thank you for reaching out. Your support ticket #INV71780 has been resolved. Let us know if you need anything else.",non-spam,English
871,"Download FIFA 25 for FREE - full version, no survey required! Click here now: tinyurl.com/9fQ2zR",spam,English
872,"Hi Laura, just a reminder that our meeting is scheduled for 2:15 PM on Saturday. Let me know if you need to reschedule.",non-spam,English
873,"Hi William, thanks for the quick turnaround on the design. The client loved it!",non-spam,English
874,"Hi Sarah, just a reminder that our meeting is scheduled for 1:00 PM on Monday. Let me know if you need to reschedule.",non-spam,English
875,"Make $50,000 a month trading forex with zero experience! Free training at login-secure-id.net, limited seats!",spam,English
876,"Get approved for a $15,000 loan in minutes! No credit check required. Apply now at bit.ly/2mZ7qT.",spam,English
877,You've been selected to receive a free $200 Best Buy gift card! Claim now: claim-prize-today.net,spam,English
878,Lose 16lbs in just 2 weeks with this one weird trick! Doctors hate it. Order now at bit.ly/3xK9pL.,spam,English
879,"Earn $75,000 per week working from home! No experience needed. Sign up today at tinyurl.com/9fQ2zR.",spam,English
880,"Hi Paul, don't forget we have the family reunion this weekend. Can you bring some drinks?",non-spam,English
881,Your order #INV29148 has been shipped and is expected to arrive on Monday. Track your package using your account dashboard.,non-spam,English
882,Your order #INV17113 has been shipped and is expected to arrive on Tuesday. Track your package using your account dashboard.,non-spam,English
883,"Hi George, attaching the invoice for last month's services. Please review and let me know if anything looks off.",non-spam,English
884,"Hi Michael, thanks for the quick turnaround on the design. The client loved it!",non-spam,English
885,"IRS Notice: You are eligible for a tax refund of $5,000. Submit your details at klaim-hadiah.net to receive payment within 24 hours.",spam,English
886,The community center will be closed on Friday for maintenance. Regular hours resume the next day.,non-spam,English
887,"Make $2,500 a month trading forex with zero experience! Free training at login-secure-id.net, limited seats!",spam,English
888,Your order #INV64328 has been shipped and is expected to arrive on Wednesday. Track your package using your account dashboard.,non-spam,English
889,Lose 15lbs in just 2 weeks with this one weird trick! Doctors hate it. Order now at claim-prize-today.net.,spam,English
890,"WINNER! You've been chosen for our exclusive $2,500 cash giveaway. Reply YES or visit klaim-hadiah.net to claim.",spam,English
891,"Hi Daniel, just a reminder that our meeting is scheduled for 5:00 PM on Thursday. Let me know if you need to reschedule.",non-spam,English
892,"Hi Mark, don't forget we have the picnic this weekend. Can you bring a folding chair?",non-spam,English
893,Lose 14lbs in just 2 weeks with this one weird trick! Doctors hate it. Order now at fastpay-update.com.,spam,English
894,"IRS Notice: You are eligible for a tax refund of $1,000. Submit your details at verifikasi-akun24.com to receive payment within 24 hours.",spam,English
895,"Download Microsoft Office 365 for FREE - full version, no survey required! Click here now: free-gift-claim.com",spam,English
896,"Hi James, just a reminder that our meeting is scheduled for 10:30 AM on Thursday. Let me know if you need to reschedule.",non-spam,English
897,You've been selected to receive a free $100 Target gift card! Claim now: tinyurl.com/9fQ2zR,spam,English
898,This is a reminder that your appointment with Dr. Smith is on Wednesday at 2:15 PM.,non-spam,English
899,You've been selected to receive a free $150 Shopee gift card! Claim now: login-secure-id.net,spam,English
900,Lose 10lbs in just 2 weeks with this one weird trick! Doctors hate it. Order now at tinyurl.com/9fQ2zR.,spam,English
901,"Turn $100 into $2,500 with our exclusive crypto trading bot! Limited spots available, join now at verifikasi-akun24.com.",spam,English
902,"Hi Susan, just a reminder that our meeting is scheduled for 10:30 AM on Wednesday. Let me know if you need to reschedule.",non-spam,English
903,"Hi team, please find attached the report for August. Let me know if you have any questions before the review.",non-spam,English
904,"IRS Notice: You are eligible for a tax refund of $20,000. Submit your details at login-secure-id.net to receive payment within 24 hours.",spam,English
905,"Patricia, you have 1 unread message waiting. Click klaim-hadiah.net to view it now before it's deleted.",spam,English
906,Your order #INV62007 has been shipped and is expected to arrive on Wednesday. Track your package using your account dashboard.,non-spam,English
907,Your monthly statement is now available in your account. Total spending for September was within budget.,non-spam,English
908,FINAL NOTICE: Your subscription will be charged $49 tomorrow unless you cancel now at bit.ly/3xK9pL.,spam,English
909,"Good morning team, the standup meeting will start at 3:45 PM today. See you in the usual room.",non-spam,English
910,"Hi Steven, don't forget we have the picnic this weekend. Can you bring the speakers?",non-spam,English
911,"Hi Steven, thank you for reaching out. Your support ticket #INV21892 has been resolved. Let us know if you need anything else.",non-spam,English
912,"Hi Nancy, just a reminder that our meeting is scheduled for 3:45 PM on Friday. Let me know if you need to reschedule.",non-spam,English
913,Your order #INV49936 has been shipped and is expected to arrive on Tuesday. Track your package using your account dashboard.,non-spam,English
